ID_Lavagem;ID_Carro;ID_Servico;Data_Lavagem;Valor_Pago;Quantidade
1277;796014d8;3;2023-07-24;130.0;1
1280;42de9460;5;2023-10-28;575.0;1
1286;2d77c756;6;2024-01-01;402.5;1
1290;96d30c67;4;2024-05-02;250.0;1
1295;577066ea;4;2023-08-15;287.5;1
1298;09cb15d4;4;2023-05-18;287.5;1
1302;cf7a19e3;7;2023-02-21;1380.0;1
1303;7218f7b8;7;2023-02-22;1200.0;1
1304;c3a7c334;4;2024-02-24;250.0;1
1308;379a174b;1;2023-08-15;57.5;1
1309;b132704c;5;2024-02-17;500.0;1
1310;bad2783f;1;2024-01-08;50.0;1
1313;89ece5c3;1;2024-02-20;50.0;1
1316;48509d76;4;2023-11-25;250.0;1
1317;5b16d1c7;6;2023-03-27;455.0;1
1322;428a46dc;7;2024-02-11;1380.0;1
1323;7218f7b8;4;2023-01-17;250.0;1
1324;3d4ba346;6;2024-01-09;350.0;1
1327;7f345733;7;2024-02-28;1200.0;1
1330;f9f161b0;4;2023-12-01;250.0;1
1335;73909230;1;2024-05-09;50.0;1
1336;7e7f20b6;7;2023-09-28;1380.0;1
1340;4571febb;2;2023-10-12;92.0;1
1342;968ab87f;6;2024-04-21;350.0;1
1343;7abc5a83;5;2023-07-05;650.0;1
1346;a20eb067;1;2023-07-05;50.0;1
1347;45a7a880;6;2024-01-03;350.0;1
1348;22aa2fc3;1;2023-10-17;65.0;1
1351;8a8be7bf;3;2024-01-07;100.0;1
1354;812a7399;5;2024-01-04;650.0;1
1355;c1edde7c;5;2023-12-25;650.0;1
1356;d2b73f23;6;2024-05-09;455.0;1
1357;51c302e2;5;2023-01-11;575.0;1
1358;b9ac66ad;4;2023-08-30;287.5;1
1359;9327a0d4;5;2023-09-04;650.0;1
1360;20c445d9;1;2024-01-06;57.5;1
1365;93556410;2;2023-12-26;104.0;1
1366;c6e809ea;4;2024-04-06;287.5;1
1367;b1aa3f7f;6;2023-05-31;455.0;1
1368;9e00081e;4;2023-07-13;325.0;1
1373;8e331eb3;4;2023-09-24;287.5;1
1375;73fd2dcd;3;2024-01-13;130.0;1
1376;cbd24fbb;6;2023-12-06;350.0;1
1380;d962319a;1;2023-01-05;50.0;1
1383;20832882;1;2024-01-24;57.5;1
1384;1f620e63;5;2023-05-28;575.0;1
1385;1db1cecd;6;2023-08-26;350.0;1
1386;1e2a195c;7;2023-09-26;1560.0;1
1387;5d4bafd0;3;2023-05-29;100.0;1
1389;0b03ad8d;7;2023-11-13;1380.0;1
1396;b66ec16f;2;2023-02-10;92.0;1
1397;d4ab8e24;7;2024-02-28;1560.0;1
1399;f191c2aa;6;2023-11-12;350.0;1
1400;9e91f62f;1;2023-01-13;50.0;1
1402;69c2a804;4;2023-08-31;325.0;1
1405;a57eb38e;1;2023-02-23;65.0;1
1406;1f74e819;1;2023-02-05;57.5;1
1408;9a3049a2;7;2023-11-15;1380.0;1
1413;295720dd;1;2023-09-25;57.5;1
1414;a523b3d7;2;2023-12-17;80.0;1
1418;9a3049a2;1;2024-03-19;57.5;1
1420;e7f5b935;5;2024-04-22;500.0;1
1423;c0b01be5;3;2023-01-23;100.0;1
1424;7abc5a83;7;2023-10-06;1560.0;1
1425;bed2c33a;7;2023-08-02;1200.0;1
1427;e6bc0a77;1;2023-12-15;65.0;1
1428;27ebdab8;7;2023-09-12;1200.0;1
1429;3e9cbf33;1;2023-06-05;57.5;1
1430;d7736f34;5;2023-08-24;500.0;1
1431;88b6ad0b;7;2023-12-23;1560.0;1
1432;ce329637;1;2023-03-22;50.0;1
1433;786aba05;2;2023-12-05;80.0;1
1434;fbf98d6d;7;2023-07-19;1200.0;1
1435;13a52286;5;2023-07-13;575.0;1
1437;79f3b8a6;6;2023-11-21;455.0;1
1438;f3d5b625;2;2024-05-09;80.0;1
1440;5ba2813b;7;2023-11-26;1380.0;1
1441;32302bcc;2;2023-02-01;104.0;1
1443;76cfbe5b;3;2024-04-15;100.0;1
1446;91b6ed61;3;2023-11-02;115.0;1
1448;577066ea;3;2023-12-09;115.0;1
1453;28d0576a;6;2023-09-25;402.5;1
1456;c52de8f4;4;2023-06-22;325.0;1
1458;8f109aaa;4;2023-11-06;287.5;1
1461;dd17cdcd;5;2023-05-30;650.0;1
1463;968ab87f;5;2023-04-23;500.0;1
1464;348ef169;6;2024-04-02;455.0;1
1465;cdfc57b2;4;2024-03-22;250.0;1
1466;b552d918;2;2024-03-07;92.0;1
1470;3e768b9f;3;2024-04-10;115.0;1
1471;e43d72b5;7;2023-07-30;1200.0;1
1472;3133c684;2;2024-02-06;80.0;1
1473;35ddd03f;4;2023-04-03;325.0;1
1474;696af3bf;4;2024-02-14;250.0;1
1475;eb6bdde6;5;2023-02-07;575.0;1
1483;b0f5bc72;1;2023-10-04;57.5;1
1487;e2f202b2;2;2023-11-01;92.0;1
1489;de420f60;2;2023-04-11;92.0;1
1490;1ce65949;7;2024-04-19;1380.0;1
1491;32302bcc;3;2023-06-06;130.0;1
1492;e2b4293b;5;2023-04-19;500.0;1
1494;1e3519ec;4;2023-12-30;287.5;1
1496;08b4af15;7;2023-01-29;1380.0;1
1497;7a5ad239;2;2023-03-15;92.0;1
1498;a983457e;4;2023-01-11;287.5;1
1501;f213a353;4;2023-07-21;287.5;1
1505;731efd60;7;2023-08-27;1200.0;1
1506;6d7209cc;5;2023-09-04;500.0;1
1507;1e3519ec;4;2023-12-07;287.5;1
1510;705c55c3;7;2023-01-01;1200.0;1
1514;45ab42cd;5;2023-08-18;500.0;1
1515;78680762;2;2024-02-26;104.0;1
1516;cc14f60c;5;2023-07-23;500.0;1
1517;91b6ed61;6;2023-11-08;402.5;1
1518;b7056208;1;2023-10-13;50.0;1
1519;1db1cecd;3;2024-01-20;100.0;1
1520;f2a6cae6;7;2023-06-09;1380.0;1
1523;8d324577;3;2023-09-07;100.0;1
1524;8f109aaa;4;2023-08-13;287.5;1
1531;8c4eef0d;4;2023-08-14;250.0;1
1532;0eb576df;3;2023-02-17;130.0;1
1535;1cd0b6e6;2;2024-01-29;80.0;1
1536;5597db71;1;2023-05-25;50.0;1
1537;9f44f60f;3;2024-03-18;130.0;1
1541;c0571ed2;2;2024-04-21;80.0;1
1543;1db1cecd;5;2024-05-06;500.0;1
1546;015b49b4;4;2023-04-11;325.0;1
1548;efae72f4;7;2023-07-04;1380.0;1
1551;d33ad1aa;5;2024-03-25;500.0;1
1554;9c26ed6c;6;2023-10-19;350.0;1
1555;33dd61c6;4;2024-01-13;325.0;1
1558;aca3042c;2;2023-12-25;104.0;1
1559;6065a734;4;2023-07-20;250.0;1
1560;411b789c;2;2024-01-28;80.0;1
1561;d4ab8e24;3;2024-04-04;130.0;1
1564;ee269260;7;2023-01-25;1200.0;1
1565;731efd60;1;2023-03-17;50.0;1
1567;3e768b9f;1;2023-09-12;57.5;1
1570;e2b4293b;5;2023-02-25;500.0;1
1573;d934464b;2;2023-03-25;80.0;1
1577;603e4825;2;2023-02-16;80.0;1
1578;c5d1af12;4;2024-02-12;287.5;1
1579;b6a3c4d3;6;2024-02-25;350.0;1
1580;1b3c13e2;1;2024-03-01;50.0;1
1581;3839d373;5;2023-06-28;500.0;1
1582;93689d50;6;2023-10-02;402.5;1
1583;88b6ad0b;1;2023-10-03;65.0;1
1584;715da6ab;2;2024-02-24;80.0;1
1585;0eb576df;1;2023-12-13;65.0;1
1587;117a1104;7;2023-12-26;1380.0;1
1588;b1da2c35;3;2023-06-12;130.0;1
1589;d9e3ab74;6;2024-01-11;455.0;1
1592;7218f7b8;5;2024-05-02;500.0;1
1595;1c7e0cec;5;2024-01-31;500.0;1
1605;2a5bb672;2;2024-02-07;104.0;1
1606;2ee43718;3;2023-01-16;100.0;1
1608;7aec5b16;7;2024-01-11;1200.0;1
1610;f4a19987;4;2023-08-26;325.0;1
1616;512dbc8c;3;2024-04-10;100.0;1
1617;bed2c33a;6;2024-05-31;350.0;1
1618;f5a73f35;2;2023-01-17;80.0;1
1620;1e3519ec;4;2023-11-20;287.5;1
1622;8dc53228;6;2023-02-15;350.0;1
1623;4562e63d;4;2023-04-25;287.5;1
1624;cec7f392;5;2023-01-07;500.0;1
1627;1f74e819;1;2023-12-26;57.5;1
1634;5c44da21;4;2024-02-20;250.0;1
1636;fe13b349;2;2024-05-27;80.0;1
1639;864521db;6;2024-05-13;350.0;1
1642;057024d8;2;2024-02-24;104.0;1
1643;27ebdab8;7;2023-10-12;1200.0;1
1644;b641a34d;5;2024-02-23;575.0;1
1647;493c553f;3;2023-02-05;115.0;1
1648;2cb966c1;2;2023-03-15;92.0;1
1650;2384ea28;1;2023-09-11;57.5;1
1651;2a5bb672;7;2023-04-27;1560.0;1
1655;03ff3f0f;3;2024-04-29;100.0;1
1656;00d92ad0;5;2023-11-10;650.0;1
1657;d21492e4;7;2023-11-04;1560.0;1
1659;293af53c;1;2023-03-08;65.0;1
1662;731efd60;3;2023-02-22;100.0;1
1663;c6e809ea;1;2024-01-03;57.5;1
1668;4d343e80;5;2023-08-30;500.0;1
1669;d1d85a78;3;2023-07-12;100.0;1
1671;11a2e303;3;2023-09-28;115.0;1
1673;cb20591b;4;2024-02-05;325.0;1
1674;b32065bf;6;2023-10-12;350.0;1
1675;12bf15aa;7;2023-04-29;1200.0;1
1676;a9392323;5;2023-11-15;575.0;1
1677;7218f7b8;6;2023-01-21;350.0;1
1679;7aec5b16;7;2023-11-20;1200.0;1
1683;433f4321;1;2023-02-14;50.0;1
1685;4d65389e;5;2023-12-05;650.0;1
1687;ec0174b4;1;2023-08-14;50.0;1
1689;c6c5b50f;6;2023-12-17;350.0;1
1692;a3a8fedd;6;2023-02-10;350.0;1
1694;348ef169;1;2024-01-31;65.0;1
1695;db59fa3e;7;2023-06-28;1560.0;1
1696;650f8166;6;2023-09-06;402.5;1
1697;7663aeb7;6;2023-01-26;455.0;1
1700;100f8c6d;1;2023-07-23;57.5;1
1701;705c55c3;3;2024-03-24;100.0;1
1706;8a8be7bf;7;2023-01-12;1200.0;1
1708;f7764d7b;4;2024-02-26;250.0;1
1710;ae56d1ff;5;2024-02-24;500.0;1
1711;aa22e71a;4;2023-12-25;325.0;1
1713;2872fd9e;6;2023-05-02;402.5;1
1714;8f07ded4;5;2024-05-08;500.0;1
1717;acb9b969;2;2023-06-25;104.0;1
1718;41421287;6;2023-09-12;350.0;1
1721;6e391648;5;2023-09-28;575.0;1
1722;dfd6b60e;7;2023-10-25;1380.0;1
1727;6bea29e8;1;2023-05-05;50.0;1
1728;b86b8852;1;2023-09-12;50.0;1
1729;2a5bb672;3;2024-02-03;130.0;1
1732;864521db;6;2024-02-08;350.0;1
1733;cb7d48a1;6;2023-11-29;455.0;1
1738;e0d46aa5;5;2023-04-07;650.0;1
1741;3c0b74e0;4;2023-02-01;325.0;1
1742;b3530c11;4;2023-12-29;325.0;1
1743;8317b6ed;5;2023-10-14;500.0;1
1746;09307676;7;2023-06-21;1200.0;1
1750;535dc00f;2;2024-02-15;92.0;1
1754;0b03ad8d;6;2023-11-07;402.5;1
1755;3e768b9f;5;2023-04-17;575.0;1
1760;32d06a0e;1;2023-12-17;57.5;1
1762;73a4bac5;7;2023-02-06;1200.0;1
1763;dc84d5f7;3;2023-08-13;100.0;1
1766;8cc120ac;1;2023-10-11;50.0;1
1768;379a174b;4;2024-03-24;287.5;1
1770;293af53c;7;2023-02-06;1560.0;1
1771;32d06a0e;6;2023-09-16;402.5;1
1774;79f3b8a6;7;2024-01-04;1560.0;1
1778;3cb3c001;4;2024-05-22;287.5;1
1779;4511b427;1;2023-09-28;65.0;1
1782;4d65389e;1;2023-07-09;65.0;1
1784;9dc73373;2;2024-01-16;80.0;1
1789;b06b439a;7;2023-09-24;1560.0;1
1793;b7bc4247;5;2024-04-25;575.0;1
1796;2109f627;3;2023-10-14;100.0;1
1797;7218f7b8;5;2023-02-22;500.0;1
1803;e807d091;6;2023-06-03;350.0;1
1804;de420f60;4;2024-05-03;287.5;1
1805;c2b1788e;5;2023-04-18;500.0;1
1811;7aec5b16;6;2024-03-23;350.0;1
1813;2c46439d;4;2024-01-02;325.0;1
1814;1e3519ec;4;2024-04-01;287.5;1
1816;0ec80634;1;2024-02-24;57.5;1
1817;438ad5f3;6;2024-05-09;402.5;1
1824;659aec8d;4;2024-02-16;250.0;1
1825;5ed3bd58;7;2023-05-11;1560.0;1
1826;e00888d6;2;2023-03-24;92.0;1
1828;b252d9e9;4;2023-07-13;325.0;1
1829;cf315181;1;2023-02-02;50.0;1
1832;577066ea;6;2023-11-01;402.5;1
1835;c25a1e63;7;2024-02-12;1380.0;1
1839;f213a353;2;2023-07-13;92.0;1
1841;e05625f9;1;2023-11-22;65.0;1
1842;a2f49578;1;2023-08-15;57.5;1
1846;17d6f3d0;6;2023-03-10;402.5;1
1847;5e5c8d48;7;2024-05-08;1200.0;1
1848;931e2cae;7;2023-11-02;1200.0;1
1849;7baf429a;2;2023-07-27;80.0;1
1851;94ff98d9;2;2023-04-05;92.0;1
1852;12bf15aa;3;2023-12-19;100.0;1
1853;16899c7f;7;2023-10-10;1560.0;1
1854;41957a2f;1;2023-01-22;50.0;1
1856;5e5c8d48;7;2023-10-17;1200.0;1
1857;2beed9a5;6;2024-02-20;350.0;1
1858;377ac9cb;3;2024-03-25;100.0;1
1859;a75ae7a2;3;2024-05-08;100.0;1
1863;6eedc20e;5;2023-10-04;500.0;1
1869;5a14b8cc;4;2023-05-20;287.5;1
1875;59203ea4;3;2023-01-17;115.0;1
1879;657a1fe0;3;2023-11-02;115.0;1
1880;e6bc0a77;4;2023-03-17;325.0;1
1881;22aa2fc3;6;2024-01-23;455.0;1
1883;7d771214;1;2023-07-20;50.0;1
1885;b7bc4247;1;2024-05-08;57.5;1
1889;28d0576a;3;2023-06-23;115.0;1
1892;d4ab8e24;4;2023-08-24;325.0;1
1895;1249f662;4;2023-01-18;325.0;1
1897;a87e0d35;7;2023-07-30;1560.0;1
1901;9e00081e;4;2023-05-24;325.0;1
1904;f86c518d;7;2023-10-23;1200.0;1
1905;33470117;7;2023-08-13;1200.0;1
1907;5a685190;5;2023-06-21;575.0;1
1908;e523dc4a;6;2024-05-20;350.0;1
1909;b1da2c35;1;2024-05-21;65.0;1
1911;e6bc0a77;2;2023-05-30;104.0;1
1916;d8725c88;5;2024-05-01;575.0;1
1919;dd86dab9;2;2023-08-16;92.0;1
1921;08e19401;1;2024-03-07;50.0;1
1922;d6229aa0;3;2023-04-04;100.0;1
1923;1e61a3fe;6;2023-01-15;402.5;1
1927;1db1cecd;1;2023-09-23;50.0;1
1928;b32065bf;5;2023-09-14;500.0;1
1929;7218f7b8;3;2024-01-23;100.0;1
1930;9067f5ac;6;2023-04-08;350.0;1
1931;12bf15aa;7;2023-10-21;1200.0;1
1934;e2e3473a;7;2023-06-21;1200.0;1
1936;10f5849e;5;2023-07-29;500.0;1
1940;fbc6d6dd;1;2024-01-24;57.5;1
1941;790970c5;5;2023-05-22;500.0;1
1943;cb7d48a1;6;2024-01-28;455.0;1
1945;dd86dab9;4;2023-04-25;287.5;1
1947;10a51a51;1;2023-07-11;57.5;1
1954;4e457c4b;1;2023-02-07;65.0;1
1955;92c475a3;5;2023-10-03;575.0;1
1959;2c94a6d9;1;2024-03-14;65.0;1
1964;afc83dd0;1;2023-06-11;57.5;1
1966;ce329637;6;2023-08-28;350.0;1
1968;379a174b;5;2024-02-18;575.0;1
1970;49178800;5;2024-04-30;575.0;1
1971;7d404673;3;2024-05-14;115.0;1
1975;1e61a3fe;5;2023-10-26;575.0;1
1979;1ce65949;5;2023-05-10;575.0;1
1984;e58fcc01;3;2024-03-14;130.0;1
1990;699df43c;2;2023-01-21;92.0;1
1991;1e3a395c;1;2023-03-13;57.5;1
1993;e00888d6;4;2023-10-20;287.5;1
1994;55fe550c;1;2023-04-07;57.5;1
2002;b7bc4247;2;2023-04-03;92.0;1
2003;52fdb519;1;2024-04-14;50.0;1
2004;28d0576a;2;2024-05-28;92.0;1
2005;06721c49;7;2023-02-28;1380.0;1
2007;a688cebb;1;2023-09-07;57.5;1
2008;4bf14ed7;7;2024-04-17;1200.0;1
2011;a688cebb;7;2024-02-20;1380.0;1
2012;1ceb651f;7;2023-07-18;1200.0;1
2013;b552d918;4;2023-08-28;287.5;1
2016;b7056208;2;2023-01-06;80.0;1
2017;323b9406;4;2023-09-27;287.5;1
2018;28778f52;2;2024-05-07;80.0;1
2019;e7709032;1;2024-02-02;50.0;1
2021;bc8c3477;6;2023-11-23;455.0;1
2022;b1e68c3a;1;2023-12-22;65.0;1
2024;2c6f4c99;3;2023-03-01;100.0;1
2026;dbe31ce9;7;2023-12-18;1200.0;1
2028;16899c7f;5;2023-01-11;650.0;1
2030;9fcdcc38;5;2023-11-23;575.0;1
2032;7f345733;1;2023-09-19;50.0;1
2038;2021808c;3;2023-11-22;100.0;1
2040;cf26e8a9;7;2023-01-23;1560.0;1
2042;959f1aee;6;2023-11-05;402.5;1
2045;ea1e33d7;2;2023-09-29;80.0;1
2048;42673b60;2;2023-02-25;80.0;1
2050;87815a05;6;2024-01-25;455.0;1
2053;d0f1f58f;6;2023-03-30;350.0;1
2054;2981e5fd;4;2024-01-12;250.0;1
2056;09aeda0a;3;2023-03-09;115.0;1
2057;2021808c;3;2024-04-03;100.0;1
2058;7ab88a6e;5;2024-02-08;650.0;1
2060;39188926;3;2024-02-05;130.0;1
2063;f62253ea;6;2023-02-04;402.5;1
2064;b6b76b0b;5;2023-12-06;650.0;1
2067;d7736f34;7;2023-05-26;1200.0;1
2069;e89ffa71;6;2024-03-18;350.0;1
2073;168a5ecd;5;2024-03-30;500.0;1
2074;41957a2f;1;2023-10-20;50.0;1
2076;17d6f3d0;2;2023-05-03;92.0;1
2078;32302bcc;4;2023-02-05;325.0;1
2080;b6a3c4d3;2;2024-01-20;80.0;1
2081;b0cf9bf2;3;2023-08-23;115.0;1
2082;cc01e0c3;3;2023-07-24;100.0;1
2083;7663aeb7;2;2023-01-19;104.0;1
2084;e43d72b5;6;2023-03-22;350.0;1
2086;06721c49;3;2023-02-20;115.0;1
2087;f94ed1e5;4;2023-08-07;250.0;1
2090;dcde21a2;5;2023-06-20;575.0;1
2095;795d544f;4;2023-07-28;325.0;1
2099;c778633b;1;2023-05-27;57.5;1
2100;cbd24fbb;7;2023-10-02;1200.0;1
2108;82bcd50d;6;2023-10-31;402.5;1
2110;36000009;2;2023-02-28;80.0;1
2111;df326f84;1;2024-03-15;50.0;1
2113;059008ca;7;2023-04-11;1200.0;1
2115;1ce8d10d;4;2023-07-03;287.5;1
2116;786aba05;3;2023-12-03;100.0;1
2118;b3d96fda;3;2023-11-20;115.0;1
2119;9685c88b;7;2023-12-18;1200.0;1
2122;577066ea;4;2023-07-31;287.5;1
2123;9dc73373;3;2023-12-27;100.0;1
2128;dcfeb67e;2;2023-11-28;80.0;1
2131;5c4edfc4;7;2023-12-07;1200.0;1
2132;54c62f17;6;2023-06-29;350.0;1
2133;dbea750d;1;2023-06-06;57.5;1
2138;b55c2e7e;4;2024-04-11;287.5;1
2139;a1d2426f;5;2024-04-12;575.0;1
2141;9a073594;2;2023-08-01;80.0;1
2142;2beed9a5;6;2023-11-07;350.0;1
2143;ed3e8430;7;2023-10-20;1380.0;1
2147;d447a753;3;2024-04-13;100.0;1
2149;2658b6c3;1;2024-05-16;57.5;1
2151;ec0174b4;5;2024-03-20;500.0;1
2152;34921509;5;2024-05-11;650.0;1
2153;2c764ff3;5;2024-02-27;650.0;1
2155;8ca6eb23;2;2023-12-13;92.0;1
2158;0efe8067;2;2023-01-21;104.0;1
2162;8df70b14;1;2023-12-21;50.0;1
2166;75645bc1;2;2023-06-27;80.0;1
2168;8d324577;4;2024-05-26;250.0;1
2169;3643fc19;2;2024-05-08;92.0;1
2170;8eee87f0;5;2023-08-30;650.0;1
2172;b55c2e7e;5;2023-02-09;575.0;1
2177;1f74e819;6;2023-08-09;402.5;1
2178;22aa2fc3;6;2023-02-25;455.0;1
2191;c33d6ccc;6;2023-02-27;455.0;1
2193;a358f4c9;1;2024-02-29;50.0;1
2195;4d65389e;1;2023-04-11;65.0;1
2197;c52de8f4;7;2024-05-27;1560.0;1
2200;4204fcc2;7;2023-09-19;1380.0;1
2206;310955c9;2;2024-01-06;104.0;1
2207;b7bc4247;2;2023-03-14;92.0;1
2208;5ba2813b;2;2023-11-09;92.0;1
2210;55fe550c;4;2023-03-06;287.5;1
2211;512dbc8c;1;2023-11-28;50.0;1
2212;dd86dab9;4;2023-08-14;287.5;1
2215;097e4ddf;4;2024-02-26;250.0;1
2216;b7eafcdf;5;2024-04-07;575.0;1
2217;dbe31ce9;5;2023-08-12;500.0;1
2218;d962319a;5;2023-10-09;500.0;1
2219;dbe31ce9;4;2023-11-02;250.0;1
2220;07765757;1;2024-02-10;57.5;1
2221;27db9ff5;4;2023-10-04;287.5;1
2229;9f5a21b8;7;2023-01-29;1380.0;1
2231;1e61a3fe;2;2023-12-21;92.0;1
2235;33470117;7;2024-01-20;1200.0;1
2236;313685cc;5;2023-07-05;575.0;1
2237;f213a353;5;2023-06-13;575.0;1
2239;eaf1f95f;4;2024-03-22;325.0;1
2242;f62253ea;3;2024-04-24;115.0;1
2244;942ef505;7;2023-07-24;1200.0;1
2249;582ea6d9;5;2023-08-14;500.0;1
2250;83b361b9;2;2023-03-18;80.0;1
2252;9ecfa948;1;2024-01-25;57.5;1
2257;33470117;7;2023-07-11;1200.0;1
2260;5a685190;1;2023-04-20;57.5;1
2262;3d4ba346;7;2023-10-24;1200.0;1
2264;a5944826;4;2023-12-16;250.0;1
2266;07765757;2;2023-12-27;92.0;1
2268;0b03ad8d;4;2024-04-30;287.5;1
2269;4bf14ed7;6;2023-06-06;350.0;1
2270;8c4eef0d;3;2023-04-04;100.0;1
2272;61b46aec;3;2024-04-01;130.0;1
2274;295720dd;6;2023-05-31;402.5;1
2278;2dd607c0;2;2024-02-09;104.0;1
2279;b6a3c4d3;6;2024-04-18;350.0;1
2280;b9ac66ad;1;2023-12-15;57.5;1
2282;a57eb38e;3;2024-03-23;130.0;1
2283;ed99ccf4;1;2023-04-15;50.0;1
2284;08e19401;2;2023-12-02;80.0;1
2287;323b9406;7;2023-10-01;1380.0;1
2289;73909230;1;2023-07-26;50.0;1
2292;bad2783f;5;2024-05-13;500.0;1
2293;a1d2426f;1;2023-04-13;57.5;1
2300;8317b6ed;2;2024-01-14;80.0;1
2303;9dc73373;6;2023-05-18;350.0;1
2304;3c8660be;2;2023-03-28;80.0;1
2307;8ca6eb23;1;2024-05-06;57.5;1
2309;b66ec16f;5;2023-09-13;575.0;1
2312;07765757;6;2023-10-02;402.5;1
2315;793d32ff;1;2023-10-01;65.0;1
2316;fdcff0af;2;2023-03-19;80.0;1
2318;51c302e2;2;2023-02-20;92.0;1
2319;06ed0200;5;2023-06-27;575.0;1
2320;ea441cc5;2;2024-04-23;92.0;1
2322;e2e3473a;7;2023-05-30;1200.0;1
2326;2e47c2ea;2;2023-03-30;80.0;1
2330;cf6fad15;6;2023-01-29;402.5;1
2332;4571febb;5;2023-03-23;575.0;1
2334;ee751a44;3;2023-02-19;100.0;1
2335;b32065bf;1;2023-05-20;50.0;1
2337;2c94a6d9;4;2023-12-01;325.0;1
2339;09307676;7;2024-04-07;1200.0;1
2341;551902c2;2;2023-11-28;80.0;1
2344;66262f96;4;2024-04-29;287.5;1
2345;097e4ddf;4;2023-11-08;250.0;1
2346;6479dbec;3;2023-02-23;130.0;1
2349;335d6900;7;2024-03-02;1200.0;1
2351;9c26ed6c;5;2024-03-07;500.0;1
2354;8cce5870;4;2023-10-13;325.0;1
2356;f9a77712;7;2023-02-04;1200.0;1
2358;9067f5ac;1;2024-04-23;50.0;1
2359;dc2d6455;6;2023-03-03;402.5;1
2361;d0f1f58f;5;2024-01-24;500.0;1
2362;059008ca;1;2024-01-30;50.0;1
2363;9e00081e;2;2024-04-22;104.0;1
2367;252b4e57;4;2024-01-19;287.5;1
2369;2ee43718;4;2024-03-11;250.0;1
2370;535dc00f;1;2023-09-09;57.5;1
2372;c2b1788e;3;2023-10-05;100.0;1
2373;cc01e0c3;6;2023-12-19;350.0;1
2374;a358f4c9;5;2023-06-01;500.0;1
2378;f9f161b0;7;2023-10-31;1200.0;1
2379;88616533;6;2024-04-24;350.0;1
2381;82bcd50d;3;2023-12-17;115.0;1
2382;28d0576a;6;2023-12-19;402.5;1
2387;d2b73f23;5;2023-08-28;650.0;1
2388;0c30a99a;1;2024-02-17;50.0;1
2392;88616533;5;2023-06-21;500.0;1
2393;9327a0d4;4;2023-06-29;325.0;1
2395;b03966ea;2;2023-07-31;92.0;1
2396;9c030b15;3;2023-08-21;100.0;1
2399;2beed9a5;6;2024-05-09;350.0;1
2400;1ceb651f;7;2023-04-11;1200.0;1
2402;2c764ff3;5;2023-11-07;650.0;1
2406;5d4bafd0;3;2023-08-22;100.0;1
2407;f213a353;2;2023-05-15;92.0;1
2408;900669b2;6;2023-03-18;455.0;1
2409;4b1ea247;3;2023-07-12;100.0;1
2416;9a3ba872;1;2023-12-04;57.5;1
2420;cb7d48a1;1;2023-01-12;65.0;1
2422;650f8166;2;2023-06-08;92.0;1
2423;4abbb10a;4;2023-12-05;250.0;1
2425;5c224582;7;2023-07-13;1200.0;1
2426;cf7a19e3;1;2024-02-06;57.5;1
2427;313685cc;5;2023-07-01;575.0;1
2432;9e00081e;1;2023-02-16;65.0;1
2433;09cb15d4;5;2023-01-06;575.0;1
2434;87815a05;6;2023-02-13;455.0;1
2435;bc32feb9;5;2024-02-12;500.0;1
2436;c1edde7c;4;2024-04-12;325.0;1
2438;e2cce3af;7;2023-07-16;1200.0;1
2439;309ab03d;2;2023-03-22;92.0;1
2440;88bb7f26;1;2023-04-02;57.5;1
2444;c1edde7c;5;2023-08-15;650.0;1
2446;e075e513;6;2023-09-18;350.0;1
2447;3c3cce77;6;2023-06-09;455.0;1
2448;7e7f20b6;6;2023-10-27;402.5;1
2450;6f4d4ef1;6;2023-10-21;455.0;1
2451;b132704c;3;2023-08-14;100.0;1
2453;e28d5c3c;4;2024-01-12;250.0;1
2456;b252d9e9;5;2024-05-19;650.0;1
2461;9f5a21b8;7;2024-04-09;1380.0;1
2462;796014d8;6;2023-05-02;455.0;1
2465;42673b60;4;2023-06-29;250.0;1
2467;1ce8d10d;6;2023-02-25;402.5;1
2468;75645bc1;4;2024-05-23;250.0;1
2470;c3a7c334;2;2023-06-27;80.0;1
2471;facca7d9;7;2023-09-05;1200.0;1
2473;e807d091;6;2024-04-02;350.0;1
2474;a3a8fedd;1;2023-01-23;50.0;1
2476;57e5598c;3;2023-01-18;100.0;1
2479;a6aa76ca;6;2023-12-22;350.0;1
2482;1e61a3fe;3;2023-11-07;115.0;1
2486;33dd61c6;5;2024-03-04;650.0;1
2489;27ebdab8;7;2023-04-06;1200.0;1
2493;dd17cdcd;6;2023-01-13;455.0;1
2495;7f345733;7;2023-05-29;1200.0;1
2496;2c94a6d9;1;2024-03-04;65.0;1
2498;02690dfe;1;2023-10-09;50.0;1
2502;2fce4fea;3;2023-03-28;115.0;1
2506;37cf97fe;1;2023-12-31;57.5;1
2507;2889dc2e;4;2024-01-13;250.0;1
2508;535dc00f;1;2023-08-31;57.5;1
2509;566b9a41;4;2023-02-15;287.5;1
2511;9067f5ac;2;2023-10-01;80.0;1
2512;cec7f392;2;2024-01-31;80.0;1
2515;146c2c95;7;2023-06-09;1380.0;1
2520;f9a77712;1;2023-06-08;50.0;1
2523;4562e63d;5;2024-05-16;575.0;1
2525;88b6ad0b;7;2023-06-28;1560.0;1
2527;2109f627;1;2023-10-05;50.0;1
2529;3cb3c001;1;2023-04-17;57.5;1
2530;32302bcc;7;2023-05-20;1560.0;1
